rank,title,studio,lifetime_gross,year
7509,Hector And The Search For Happiness,Rela.,1124445,2014
7510,Wazir,Relbig.,1124045,2016
7511,Kai Po Che,UTV,1122527,2013
7518,McQueen,BST,1118196,2018
7521,Papa: Hemingway in Cuba,YFG,1115615,2016
7523,The Rover,A24,1114423,2014
7527,Walking with the Enemy,LS,1112592,2014
7532,Macbeth (2015),Wein.,1110707,2015
7533,The Overnight,Orch.,1110522,2015
7534,Mother and Child,SPC,1110509,2010
7536,The Messenger,Osci.,1109660,2009
7537,Burn,CB,1109276,2012
7544,Viceroy's House,IFC,1105717,2017
7545,The Battleship Island,CJ,1104957,2017
7546,Red State,SMod,1104682,2011
7548,The Heart Specialist,Free,1103037,2011
7549,The Insanity of God,LifeWay,1102525,2016
7559,Brick Lane,SPC,1095398,2008
7560,Made in Dagenham,SPC,1095369,2010
7563,Leviathan (2014),SPC,1092800,2014
7564,What Just Happened?,Magn.,1090947,2008
7566,Certain Women,IFC,1087585,2016
7567,Rustom,Zee,1087419,2016
7577,Sugar,SPC,1082124,2009
7581,Desi Boyz,Eros,1078826,2011
7582,When Did You Last See Your Father,SPC,1077273,2008
7584,Tees Maar Khan,UTV,1076443,2010
7585,Timbuktu,Cohen,1076075,2015
7586,The Captive,A24,1075178,2014
7592,There Be Dragons,Gold.,1069334,2011
7594,Page One: A Year Inside the New York Times,Magn.,1067028,2011
7595,Laggies,A24,1066981,2014
7597,What Maisie Knew,MNE,1066471,2013
7598,Oogieloves In The BIG Balloon Adventure,KVP,1065907,2012
7599,Thanks for Sharing,RAtt.,1065881,2013
7600,The Innocents,MBox,1065665,2016
7601,50 to 1,10F,1064454,2014
7603,La Mission,Scre.,1062941,2010
7605,A Christmas Tale,IFC,1060922,2008
7607,Wonderstruck,RAtt.,1060377,2017
7614,Along with the Gods: The Last 49 Days,WGUSA,1056395,2018
7616,Caramel,RAtt.,1055580,2008
7619,Elvis & Nixon,BST,1055287,2016
7627,Haider,UTV,1048143,2014
7632,Buried,LGF,1044143,2010
7633,Animal Kingdom,SPC,1044039,2010
7635,Casino Jack,ATO,1042959,2010
7636,In Darkness,SPC,1041455,2012
7641,The Perfect Game,IW,1037071,2010
7644,Phantom (2013),RCR,1034589,2013
7648,The Children of Huang Shi,SPC,1031872,2008
7651,Dark Horse (Canada Release),Mon,1030851,2015
7652,Kill Your Darlings,SPC,1030064,2013
7656,Before the Rains,RAtt.,1029655,2008
7658,Dior and I,Orch.,1028953,2015
7660,U Me Aur Hum,Eros,1028191,2008
7662,Film Stars Don't Die in Liverpool,SPC,1026124,2017
7667,Attack the Block,SGem,1024175,2011
7669,Operation Chromite,CJ,1023348,2016
7672,Third Person,SPC,1021398,2014
7673,5 Flights Up,Focus,1020921,2015
7677,2010 Oscar Shorts,Shrts.,1018169,2010
7678,Diana Vreeland: The Eye Has to Travel,Gold.,1017579,2012
7679,Guzaarish,UTV,1017335,2010
7680,The Hollars,SPC,1016985,2016
7682,Nothing to Lose (2018),Swen,1016188,2018
7684,Columbus,INDEP,1015744,2017
7686,Yu-Gi-Oh! The Dark Side of Dimensions,SV,1015339,2017
7689,First Position,IFC,1014071,2012
7690,Stalingrad (2014),Sony,1013945,2014
7691,Barbara,AF,1013902,2012
7692,Golmaal Again,Rel.,1013893,2017
7694,Short Term 12,Cdgm.,1013100,2013
7695,Ginger & Rosa,A24,1012973,2013
7702,Raid (2018),Eros,1010385,2018
7703,Paris,IFC,1010194,2009
7706,The Song,Gold.,1009620,2014
7708,Big Stone Gap,PH,1009301,2015
7710,Sarkar Raj,Eros,1009065,2008
7712,Enemy,A24,1008726,2014
7713,Damsels in Distress,SPC,1008455,2012
7715,In a Better World,SPC,1008098,2011
7723,Unconditional,VMP,1005800,2012
7725,Faith of Our Fathers,PFR,1004105,2015
7726,From Up on Poppy Hill,GK,1002895,2013
7729,The Insult,Cohen,1001305,2018
7737,New York,Yash,997437,2009
7738,Yamla Pagla Deewana,Eros,993031,2011
7742,Gett: The Trial of Viviane Amsalem,MBox,988150,2015
7743,Rockstar (2011),Eros,986697,2011
7745,Baar Baar Dekho,Eros,981947,2016
7748,Meek's Cutoff,Osci.,977772,2011
7750,Cassandra's Dream,Wein.,973018,2008
7751,Rampart,MNE,972512,2012
7752,The Beaver,Sum.,970816,2011
7753,Lore,MBox,970325,2013
7756,Last Flag Flying,LGF,965481,2017
7758,The Babadook,IFC,964413,2014
7762,George A. Romero's Diary of the Dead,TRR,958961,2008
7764,Lucky (2017),Magn.,955925,2017
7765,Ready,Eros,955148,2011
7768,Faces Places,Cohen,953717,2017
7770,More Than a Game,LGF,950675,2009
7775,De Dana Dan,Eros,944979,2009
7776,Encounters at the End of the World,Think,944933,2008
7777,The 100-Year Old Man Who Climbed Out the Window and Disappeared,MBox,944193,2015
7779,American Teen,ParV,942441,2008
7781,Landline,Magn.,940854,2017
7784,Neruda,Orch.,939101,2016
7786,Management,Gold.,934658,2009
7792,Tubelight,Yash,930058,2017
7799,Patterns of Evidence: The Exodus,TMF,925576,2015
7803,Masquerade (2012),CJ,922921,2012
7805,The Red Turtle,SPC,921974,2017
7807,Chandni Chowk to China,WB,921738,2009
7809,Shaadi Ke Side Effects,Eros,921277,2014
7812,Boruto: Naruto the Movie,Elev.,919651,2015
7814,Singh is Bling,Eros,919095,2015
7818,The Salvation Poem (Poema de Salvacion),CZ,914818,2010
7819,Yellow Submarine (2018 re-release),Abr.,914794,2018
7826,Sholem Aleichem: Laughing in the Darkness,ICir,906666,2011
7827,Cold Souls,Gold.,905209,2009
7829,Raanjhana,Eros,903232,2013
7837,The Imposter,IM,898317,2012
7838,The Wildest Dream,NGE,898137,2010
7839,Gentleman,Gaatri,897876,2016
7845,Best of Enemies,Magn.,892802,2015
7846,ABCD (Any Body Can Dance) 2,UTV,892133,2015
7848,Believe (2016),Free,890303,2016
7851,Tyson,SPC,887918,2009
7852,Alone Yet Not Alone,S/IMA,887851,2013
7855,Seraphine,MBox,884613,2009
7856,Princess Kaiulani,RAtt.,883887,2010
7860,Emma Smith: My Story,CMG,881787,2008
7862,Frantz,MBox,880883,2017
7863,Journey to the West: The Demons Strike Back,Sony,880346,2017
7864,Delhi 6,UTV,879913,2009
7878,Goodbye Solo,RAtt.,870781,2009
7882,Mas Negro Que La Noche,LGF,870063,2014
7883,Particle Fever,Abr.,869838,2014
7886,My Blueberry Nights,Wein.,867275,2008
7888,Let the Sunshine In,IFC,866714,2018
7890,Wendy and Lucy,Osci.,865695,2008
7893,Jagga Jasoos,UTV,861740,2017
7902,Ki & Ka,Eros,857986,2016
7903,Song of the Sea,GK,857522,2014
7904,The Cove,RAtt.,857005,2009
7906,Bandstand: The Broadway Musical,Fathom,855333,2018
7907,Anjaana Anjaani,Eros,854757,2010
7910,Paris 36,SPC,851540,2009
7914,Generation Iron,TVC,849521,2013
7916,I Hate Luv Storys,UTV,847993,2010
7918,Atlas Shrugged Part III: Who Is John Galt?,ADC,846704,2014
7919,Mustang,Cohen,845464,2015
7920,Like Arrows,Fathom,843885,2018
7922,Higher Ground,SPC,841733,2011
7927,Ex-File 3 (Qian Ren 3),CL,838959,2017
7934,Kirk Cameron: Connect,Fathom,836020,2018
7938,1945,Men.,832378,2017
7941,Born to be Blue,EOne,830129,2016
7944,Premam,BSC,828278,2016
7947,I.O.U.S.A.,RAtt.,821046,2008
7948,BOMBSHELL: The Hedy Lamarr Story,Zeit.,820300,2017
7949,Sleeping with Other People,IFC,819431,2015
7950,Kochadaiiyaan,Eros,817192,2014
7955,What If...,5&2,814906,2010
7958,Dishoom,Eros,812737,2016
7961,Life Itself,Magn.,810454,2014
7962,The Boys Are Back,Mira.,809752,2009
7963,Bill W.,P124,809590,2012
7969,The Year My Parents Went on Vacation,CityL,807117,2008
7973,13 Assassins,Magn.,802778,2011
7975,The Tillman Story,Wein.,802535,2010
7978,The Wrecking Crew,Magn.,801606,2015
7979,Beast,RAtt.,800365,2018
7980,Patti Cake$,FoxS,800148,2017
7981,Operation Mekong,WGUSA,800012,2016
7988,Labyrinth of Lies,SPC,794452,2015
7989,Darling Companion,SPC,793815,2012
7994,Thin Ice,ATO,790421,2012
8001,The Wailing (Goksung),WGUSA,786633,2016
8002,Nymphomaniac: Volume I,Magn.,785896,2014
8003,The Last Mistress,IFC,785671,2008
8006,George Takei's Allegiance,Fathom,784850,2017
8009,Up the Yangtze,Zeit.,783969,2008
8013,Teri Meri Kahaani,Eros,781196,2012
8015,The Wonder of It All,Indic.,781016,2009
8016,31,Saban,779820,2016
8017,Chongqing Hot Pot,CL,779818,2016
8018,Only God Forgives,RTWC,779188,2013
8021,Breakup Buddies,CL,777896,2014
8022,Meerkats,NGE,777595,2012
8025,Rowdy Rathore,UTV,777373,2012
8032,Son of Sardaar,Eros,771789,2012
8037,Pariah,Focus,769552,2011
8039,Mark Felt: The Man Who Brought Down the White House,SPC,768946,2017
8041,Palo Alto,Trib.,767732,2014
8050,Cosmopolis,EOne,763556,2012
8055,Mubarakan,Sony,758868,2017
8056,Peepli Live,UTV,757951,2010
8057,Coriolanus,Wein.,757195,2012
8061,Billu,Eros,754928,2009
8063,Middle Men,ParV,754301,2010
8064,Kurbaan,UTV,754268,2009
8071,The Great Buck Howard,Magn.,750587,2009
8073,The Party (2017),RAtt.,749827,2018
8077,How Long Will I Love U,WGUSA,746933,2018
8079,On Chesil Beach,BST,745971,2018
8080,I Belonged to You,CL,744541,2016
8081,On the Road,IFC,744296,2012
8082,Saturday's Warrior,Purd.,744046,2016
8084,Seymour: An Introduction,IFC,743541,2015
8087,The Edge of Heaven,Strand,742349,2008
8090,The Cross: The Arthur Blessit Story,8X,741557,2009
8094,Forks Over Knives,Pas.,739561,2011
8097,Satyagraha,UTV,738525,2013
8105,Once I Was a Beehive,Purd.,732655,2015
8108,Ek Villain,Eros,730530,2014
8111,Mausam,Eros,728316,2011
8112,The Cakemaker,Strand,728056,2018
8114,Land Ho!,SPC,727594,2014
8115,Walk With Me,Gathr,726593,2017
8117,Kahlil Gibran's The Prophet,GK,725489,2015
8118,May It Last: A Portrait Of The Avett Brothers,Osci.,725286,2017
8121,Yves Saint Laurent,Wein.,723593,2014
8126,The Women on the 6th Floor,Strand,719823,2011
8127,Forever Strong,Crane,719556,2008
8129,Wake Up Sid,UTV,718766,2009
8130,Kirk Cameron REVIVE US 2,Fathom,718607,2017
8134,Hannah Arendt,Zeit.,717205,2013
8141,The Catcher Was a Spy,IFC,712438,2018
8145,North Face,MBox,711421,2010
8146,Khoobsurat,UTV,710508,2014
8147,The Monkey King 2 in 3D,CL,709982,2016
8148,The Exception,A24,708973,2017
8150,Raavan,Relbig.,708726,2010
8151,Point Blank,Magn.,708215,2011
8152,The Hedgehog,NeoC,707945,2011
8153,Mozart's Sister,MBox,707885,2011
8156,Holiday (2014),Relbig.,706893,2014
8157,Frankie & Alice,Free,706546,2011
8158,Monster Hunt 2,LGF,706153,2018
8159,"Men, Women & Children",Par.,705908,2014
8161,Cartel Land,Orch.,704352,2015
8162,Canelo Vs. GGG: Supremacy,Fathom,703396,2017
8163,Hobo With a Shotgun,Magn.,703372,2011
8164,The Tale of The Princess Kaguya,GK,703232,2014
8165,Little Men (2016),Magn.,702537,2016
8166,Tangerine,Magn.,702354,2015
8167,Bachna Ae Haseeno,Yash,702166,2008
8168,56 Up,FRun,701278,2013
8169,Chaar Sahibzaade: Rise of Band Singh Bahadur,Eros,700723,2016
8174,Agent Vinod,Eros,698210,2012
8175,Boundaries,SPC,698091,2018
8177,Tabloid,IFC,696921,2011
8178,The Himalayas,CJ,696717,2015
8179,Muscle Shoals,Magn.,696241,2013
8180,The Girlfriend Experience,Magn.,695840,2009
8183,Delgo,Free,694782,2008
8184,Red Army,SPC,694600,2015
8186,Chris Brown: Welcome To My Life,Fathom,693984,2017
8187,The Paperboy,MNE,693286,2012
8192,Lost in Paris,Osci.,691597,2017
8194,Shubh Mangal Saavdhan,Eros,689874,2017
8195,Fanboys,Wein.,688529,2009
8202,The Devotion of Suspect X,CL,686435,2017
8204,The Thieves,WGUSA,685839,2012
8205,Mr. Church,Free,685780,2016
8210,A Matter of Faith,5&2,680113,2014
8211,Besharam,Relbig.,679866,2013
8215,The Secret of Kells,GK,676775,2010
8218,Mid-August Lunch,Zeit.,675299,2010
8221,The D Train,IFC,673151,2015
8228,Student of the Year,Eros,670086,2012
8235,Anvil! The Story of Anvil,Abr.,667911,2009
8237,My Afternoons with Margueritte,Cohen,666557,2011
8239,Beer for My Horses,RAtt.,666045,2008
8240,Echelon Conspiracy,ADF,666009,2009
8243,The Berlin File,CJ,665210,2013
8244,American Honey,A24,663246,2016
8248,The Stanford Prison Experiment,IFC,660561,2015
8252,Play the Game,Slow,659483,2009
8253,The Concert,Wein.,657986,2010
8257,Terri,ATO,655802,2011
8259,Heroes (2008),Eros,655538,2008
8261,Wilson,FoxS,653951,2017
8262,Parkland,EXCL,653651,2013
8265,Aarakshan (Reservation),Relbig.,651096,2011
8266,El Jeremias,Sony,650465,2016
8268,Jodorowsky's Dune,SPC,647280,2014
8270,Hasee Toh Phasee,Relbig.,646035,2014
8273,Frank,Magn.,645186,2014
8274,2008 Oscar Shorts,Shrts.,644635,2009
8276,Dil Bole Hadippa! (My Heart Goes Hooray),Yash,644046,2009
8279,Holy Motors,IM,641100,2012
8281,City of Gold,IFC,640979,2016
8286,POM Wonderful Presents: The Greatest Movie Ever Sold,SPC,638476,2011
8288,We Are Family,UTV,638144,2010
8290,The Stoning of Soraya M.,RAtt.,637421,2009
8293,The Virginity Hit,Sony,636706,2010
8294,Fugitive Pieces,Gold.,635783,2008
8298,The Last Lions,NGE,635325,2011
8301,2 Days in New York,Magn.,633210,2012
8303,The Assassin,WGUSA,632542,2015
8304,Embrace: The Documentary,Gathr,629126,2016
8307,Amreeka,NGE,627436,2009
8308,Red Cliff,Magn.,627047,2009
8314,The Only Living Boy in New York,RAtt.,624332,2017
8316,A Secret,Strand,623558,2008
8317,"Kumiko, The Treasure Hunter",Ampl.,623383,2015
8321,Ajami,Kino,622403,2010
8323,Range 15,TUG,621738,2016
8325,Mary Kom,Eros,621300,2014
8329,Agora,NM,619423,2010
8330,Vincere,IFC,619162,2010
8331,Foxtrot,SPC,618883,2018
8333,The Miseducation of Cameron Post,FR,618730,2018
8336,I Served the King of England,SPC,617403,2008
8337,Howl,Osci.,617334,2010
8339,The Bronze,SPC,615816,2016
8340,Finding Fanny,FIP,615691,2014
8342,Tickled,Magn.,613956,2016
8343,Brothers: Blood Against Blood,FIP,613775,2015
8344,The Hunt,Magn.,613308,2013
8346,Walking the Camino: Six Ways to Santiago,FEF,612717,2013
8348,Le Havre,Jan.,611709,2011
8350,Everlasting Moments,IFC,610825,2009
8351,Not Fade Away,ParV,610792,2012
8355,Welcome to Me,Alc,608852,2015
8357,Itzhak,Greenwich,607290,2018
8363,Jaane Tu Ya Jaane Na,UTV,604037,2008
8365,Vince Vaughn's Wild West Comedy Show: 30 Days & 30 Nights - From Hollywood to the Heartland,PicH,603894,2008
8366,The Midwife,MBox,603582,2017
8368,Girl from Monaco,Magn.,602992,2009
8372,The Signal (2014),Focus,600896,2014
8375,Heroine,UTV,598668,2012
8378,Master,CJ,597251,2016
8382,Blue Like Jazz,RAtt.,595018,2012
8384,"Lo and Behold, Reveries of the Connected World",Magn.,594912,2016
8385,Battle of Memories,CL,594552,2017
8392,"Peace, Love and Misunderstanding",IFC,590700,2012
8399,Elvis On Tour 75th Anniversary,WB,587818,2010
8400,The Disappearance of Eleanor Rigby,Wein.,587774,2014
8402,To The Wonder,Magn.,587615,2013
8403,Thunderstruck,WB,587211,2012
8409,Gleason,ORF,583664,2016
8410,Salinger,Wein.,583633,2013
8411,W.E.,Wein.,583455,2012
8414,All Good Things,Magn.,582024,2010
8415,Lootera,Eros,581813,2013
8416,The Island (2018),WGUSA,581544,2018
8417,"War, Inc.",First,580862,2008
8418,Novitiate,SPC,580346,2017
8421,Detective Byomkesh Bakshy,Yash,579055,2015
8424,Dhobi Ghat (Mumbai Diaries),UTV,576639,2011
8425,The Maid,Elep.,576608,2009
8426,House (2008),RAtt.,575048,2008
8430,Freeheld,LGF,573335,2015
8432,A Tale of Love and Darkness,Focus,572212,2016
8433,Yuvvraaj,Eros,570090,2008
8434,Lemon Tree,IFC,569672,2009
8435,Tommy's Honour,RAtt.,569306,2017
8436,Back in Time (Congcong Nanian),CL,569280,2014
8438,Tunnel,WGUSA,568876,2016
8440,The Future,RAtt.,568662,2011
8441,La Danse: Le Ballet de L'Opera de Paris,Zipp.,567493,2009
8442,Loveless (2018),SPC,566356,2018
8443,Knight of Cups,BG,566006,2016
8446,Dum Maaro Dum,FoxS,564489,2011
8452,Undefeated (2012),Wein.,562218,2012
8455,Harry & Snowman,FR,561460,2016
8456,Museum Hours,CGld,561457,2013
8457,When Marnie Was There,GK,561085,2015
8459,Cold War 2,WGUSA,560824,2016
8460,Jimmy's Hall,SPC,560592,2015
8461,Tamara Drewe,SPC,560391,2010
8465,A Little Chaos,Focus,558173,2015
8467,Bitter Harvest,RAtt.,557241,2017
8468,The Attorney,WGUSA,557236,2014
8469,Samaritan's Purse: Facing Darkness (Encore),Fathom,555533,2017
8471,Dolores,PBS,555309,2017
8472,The Greatest Miracle,KKM,555166,2011
8473,Reprise,Mira.,554826,2008
8474,American Violet,Gold.,554434,2009
8478,The Reluctant Fundamentalist,IFC,552959,2013
8479,Mesrine: Killer Instinct,MBox,551697,2010
8480,Mother (2010),Magn.,551509,2010
8482,Ondine,Magn.,550472,2010
8484,The Lost Medallion,MTE,549632,2013
8485,23 Blast,OAE,549185,2014
8486,Vicky Donor,Eros,549001,2012
8487,From Mexico with Love,RAtt.,548787,2009
8490,We Have a Pope,IFC,548115,2012
8497,The Art of the Steal,IFC,544890,2010
8498,American Pastoral,LGF,544098,2016
8501,Double Dhamaal,Relbig.,543646,2011
8503,Winter in Wartime,SPC,543100,2011
8505,On Any Sunday: The Next Chapter,Hann.,543044,2014
8508,Jack Goes Boating,Over.,541992,2010
8509,Khatta Meetha,Eros,541904,2010
8510,The Age of Shadows,CJ,541719,2016
8515,Nobel Son,Free,540382,2008
8516,Being Flynn,Focus,540152,2012
8519,Love Crime,IFC,539792,2011
8521,Machine Gun Preacher,Rela.,538690,2011
8523,By the Sea,Uni.,538460,2015
8530,Shall We Kiss?,MBox,535499,2009
8533,Gabbar is Back,Eros,534601,2015
8534,Ai Weiwei: Never Sorry,IFC,534100,2012
8540,Noah's Arc: Jumping the Broom,Logo,532878,2008
8541,Brigsby Bear,SPC,532669,2017
8545,Where Do We Go Now?,SPC,531997,2012
8546,Our Little Sister (Canadian),Mon,531996,2015
8547,Standing Ovation,RM,531806,2010
8548,Mademoiselle Chambon,Lorb.,531685,2010
8552,Highway (2014),UTV,529136,2014
8553,Fitoor,UTV,528799,2016
8554,The Man From Nowhere,CJ,528175,2010
8555,Human Flow,Magn.,527845,2017
8556,The First Monday in May,Magn.,527474,2016
8557,Veer (2010),Eros,527193,2010
8564,Fireworks (2018),GK,525280,2018
8567,The Last - Naruto the Movie,Elev.,524451,2015
8569,Dom Hemingway,FoxS,523511,2014
8571,Shaandaar,FIP,521794,2015
8572,JONAH - On Stage!,Fathom,520496,2017
8573,Trouble the Water,Zeit.,520151,2008
8575,Fairy Tail: Dragon Cry,FUN,519461,2017
8578,Tetro,AZoe.,518522,2009
8579,Scatter My Ashes at Bergdorf's,EOne,518342,2013
8580,Even the Rain,Vita.,518017,2011
8585,Black Panthers: Vanguard of the Revolution,PBS,516893,2015
8591,The Face Reader,PM&E,515876,2013
8592,Preacher's Kid,8X,515065,2010
8593,A Hard Day's Night (2014 re-release),Jan.,515005,2014
8594,Raw (2017),FCW,514870,2017
8596,The Names of Love,MBox,514237,2011
8597,The One I Love,RTWC,513447,2014
8603,Unsullied,Indic.,510957,2016
8605,Shut Up and Play the Hits,Osci.,510334,2012
8606,Tracks (2014),Wein.,510007,2014
8608,Creature (2011),BD,508714,2011
8609,2007 Academy Award Nominated Short Films,Magn.,508695,2008
8611,The Two Faces of January,Magn.,507463,2014
8612,Our President,CJ,507268,2017
8618,Heartbreaker,IFC,504030,2010
8621,Deli Man,Cohen,502294,2015
8624,Bride Flight,MBox,501360,2011
8628,Delicacy,Cohen,498584,2012
8629,Peggy Guggenheim Art Addict,SD,498428,2015
8630,Befikre,Yash,498000,2016
8631,Marguerite,Cohen,497323,2016
8634,Mere Brother Ki Dulhan,Yash,496172,2011
8637,The Inevitable Defeat of Mister and Pete,LGF,494608,2013
8638,Steve Jobs: The Man in the Machine,Magn.,494506,2015
8640,The City of Your Final Destination,Scre.,493296,2010
8642,A Girl Walks Home Alone at Night,KL,491910,2014
8643,Bilal: A New Breed of Hero,VE,490973,2018
8644,The Boy and the Beast,FUN,490643,2016
8646,Kismat Konnection,UTV,490154,2008
8647,Breathe (2017),BST,490131,2017
8648,Phantom (2015),UTV,489984,2015
8651,Bonneville,SenA,488393,2008
8653,Krazzy 4,Eros,487215,2008
8654,Act of Killing,Drft.,486919,2013
8655,Paranoid Park,IFC,486767,2008
8658,Once Upon A Time,WGUSA,485728,2017
8660,Weekend (2011),IFC,484592,2011
8664,Somewhere Only We Know,CL,482341,2015
8665,Little Ashes,Reg.,481586,2009
8670,Elvis: '68 Comeback Special (2018 release),Fathom,479404,2018
8673,Queen to Play,Zeit.,478710,2011
8674,Brotherly Love,Free,478595,2015
8677,Wiener-Dog,IFC,477453,2016
8678,The Baader Meinhof Complex,Vita.,476270,2009
8679,Bhoothnath,Eros,476032,2008
8680,Confidential Assignment,CJ,475618,2017
8681,Drona,Eros,475104,2008
8683,Detective Chinatown (Tang ren jie tan an),CL,474252,2016
8684,Beach Rats,Neon,473771,2017
8687,The Flat,IFC,471842,2012
8688,Duckweed,CL,471575,2017
8689,Pearl Jam Twenty,Abr.,471334,2011
8691,About Elly,CGld,470760,2015
8692,JCVD,PArch,470691,2008
8698,DCI 2017 Tour Premeire,Fathom,467817,2017
8699,Submarine,Wein.,467602,2011
8700,Phillauri,FIP,467596,2017
8703,Luck-Key,JBG,466505,2016
8704,La Ligne brisee,All.,466309,2008
8705,Last Days in Vietnam,AEF,466114,2014
8713,Thank You (2011),UTV,463540,2011
8716,Let's Get Married,CL,462918,2015
8717,Final Portrait,SPC,461972,2018
8718,The Flight of the Red Balloon,IFC,461674,2008
8722,Detective Dee and the Mystery of the Phantom Flame,IM,459836,2011
8725,The Stone Angel,Viv.,459166,2008
8727,New World (2013),WGUSA,457806,2013
8728,Tashan,Yash,457380,2008
8729,Chasing the Dragon,WGUSA,456854,2017
8731,Crossing Over,Wein.,455654,2009
8734,Circumstance,RAtt.,454121,2011
8735,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,FRun,453993,2010
8736,Beautifully Broken,AAE,453605,2018
8738,The Extra Man,Magn.,453377,2010
8739,Only Yesterday (2016 re-release),GK,453243,2016
8740,Sailor Moon R: The Movie,Elev.,452053,2017
8743,Bombay Velvet,FIP,450692,2015
8747,The Damned United,SPC,449865,2009
8749,Attack on Titan: Part 1,FUN,449523,2015
8751,The Third Man (2015 re-release),Rialto,449191,2015
8753,Bachelorette,RTWC,447954,2012
8754,Condorito: La Pelicula,LGF,447719,2018
8755,Felix and Meira,Osci.,447353,2015
8763,In Secret,RAtt.,444179,2014
8764,Upstream Color,erbp,444098,2013
8767,Song to Song,BG,443684,2017
8768,The Hammer,ICir,443591,2008
8778,Gimme Danger,Magn.,440627,2016
8780,No One Killed Jessica,UTV,440525,2011
8782,Baaghi,UTV,438207,2016
8784,I Am Not Madame Bovary,WGUSA,436798,2016
8785,Savage Grace,IFC,435746,2008
8787,Vision,Zeit.,435274,2010
8788,Land of Mine,SPC,435266,2016
8789,Ferrari Ki Sawaari,Eros,434107,2012
8790,Rosenwald,CIE,433924,2015
8791,I Want Your Money,Free,433588,2010
8793,But Always (Yi Sheng Yi Shi),CL,430760,2014
8795,Saint Laurent,SPC,429477,2015
8798,Beijing Love Story,CL,428318,2014
8799,Break Ke Baad,Relbig.,427628,2010
8800,Cold in July,IFC,427418,2014
8801,If You Are the One 2 (Fei Cheng Wu Rao II),CL,426894,2010
8804,The Limits of Control,Focus,426688,2009
8806,Listen to Me Marlon,SHO,425831,2015
8812,One Piece Film: Gold,FUN,423593,2017
8813,Sound City,Vari.,422853,2013
8816,She's Beautiful When She's Angry,ICir,421573,2014
